id,date,text,retweet_count
Tina Roth Eisenberg,2021-10-07 10:14:20+00:00,This is my spiritual coming out talk from a few years back. Never been more nervous. Grateful it happened. Thank yo… https://t.co/8MxFDSMbmf,1
Tina Roth Eisenberg,2021-10-06 17:11:12+00:00,@jessicahische !!!!!,0
Tina Roth Eisenberg,2021-10-05 09:16:31+00:00,“No pressure to post” are the magical words! https://t.co/BuLM7RlGCJ,0
Tina Roth Eisenberg,2021-10-05 09:13:01+00:00,My parents had this portrait drawn of me when I was four. I cherish it so much now that I am an adult and mother my… https://t.co/le9OK7cfNz,1
Tina Roth Eisenberg,2021-10-05 00:35:14+00:00,Really loving the responses to this question. https://t.co/nd4Jfa8WhR,0
Tina Roth Eisenberg,2021-10-04 20:32:55+00:00,@skaw OMG!,0
Tina Roth Eisenberg,2021-10-04 17:35:48+00:00,Clever! 😂 https://t.co/X5GSH7POBD,5
Tina Roth Eisenberg,2021-10-04 12:24:09+00:00,"“Joy does not simply happen to us. We have to choose joy and keep choosing it every day.”
- Henri J.M. Nouwen",9
Tina Roth Eisenberg,2021-10-04 12:22:26+00:00,"This reflection by @TaraBrach is powerful. Set me up for the day, maybe it might help some of you too. https://t.co/tnQHSNm1FY",0
Tina Roth Eisenberg,2021-10-03 21:59:16+00:00,@AndrewBohrer Nooooooooo! 😩,0
Tina Roth Eisenberg,2021-10-03 20:50:12+00:00,@davidhieatt Wish I could have been there.,0
Tina Roth Eisenberg,2021-10-03 20:04:34+00:00,@marcelzwiers 👀,0
Tina Roth Eisenberg,2021-10-02 15:52:47+00:00,Total boss. The end. https://t.co/jeKMKYQsjg,1
Tina Roth Eisenberg,2021-10-02 15:50:06+00:00,I mean! https://t.co/nRQWKY64uD,0
Tina Roth Eisenberg,2021-10-02 15:49:36+00:00,Dug through some old family photos. My mom was a total style icon. https://t.co/IeGX0FSMzN,0
Tina Roth Eisenberg,2021-10-01 08:13:31+00:00,@AndyDidorosi Excited to see this come to life. Please over share!,0
Tina Roth Eisenberg,2021-09-30 12:04:09+00:00,@heif @caspertk Wow!,0
Tina Roth Eisenberg,2021-09-30 11:11:51+00:00,“There’s something just as inevitable as death. And that’s life. Think of the power of the universe… turning the Ea… https://t.co/C1ZNIcG1Nk,13
Tina Roth Eisenberg,2021-09-29 15:38:59+00:00,@obreidenbach Danke Oliver!,0
Tina Roth Eisenberg,2021-09-29 14:22:06+00:00,"I lost my dad yesterday. 

I am lucky to have made it back to Switzerland in time to say goodbye and be with him wh… https://t.co/Ir7NwR2Fr3",4
Tina Roth Eisenberg,2021-09-27 12:57:27+00:00,@jessicahische Been there. You got this. You’re stronger than you think.,0
Tina Roth Eisenberg,2021-09-27 00:51:55+00:00,+1 https://t.co/lxdlL4YEx7,0
Tina Roth Eisenberg,2021-09-26 20:46:40+00:00,This @ZARA catalog photo is a winner: https://t.co/dvwaTetkn8,0
Tina Roth Eisenberg,2021-09-26 13:21:00+00:00,"It's been a hectic few weeks, but I am back. I have links for you: https://t.co/cj3cBzKKBF",0
Tina Roth Eisenberg,2021-09-25 23:47:13+00:00,@MarioKstgr Same. At least he wore funky pants.,0
Tina Roth Eisenberg,2021-09-25 23:43:24+00:00,@gray “Vibed themselves into a corner” 😂,0
Tina Roth Eisenberg,2021-09-25 23:37:25+00:00,"Finally caught up with Ted Lasso. 

I have been loving Season 1 and raved to everyone about it who would listen.… https://t.co/dO6SOoadLm",0
Tina Roth Eisenberg,2021-09-25 17:14:23+00:00,Until then I shall do this: https://t.co/k8IWSxmGAi,0
Tina Roth Eisenberg,2021-09-25 17:12:50+00:00,Product people: Please design a universal and sturdy razor cover that doesn’t slip off. I’ll gift it to all my frie… https://t.co/b4fxaxIYUV,0
Tina Roth Eisenberg,2021-09-24 10:20:52+00:00,@alisonrand My dear friend Patricia Garcia Gomez. She is a master at crafting brand language. She writes for… https://t.co/jdV7A66GsY,0
Tina Roth Eisenberg,2021-09-23 23:38:25+00:00,RT @KaiBrach: Love the ‘thank you’ baaa at the end ❤️,5
Tina Roth Eisenberg,2021-09-23 20:32:55+00:00,@jessicahische https://t.co/C9N5SiMWl6,0
Tina Roth Eisenberg,2021-09-23 20:17:33+00:00,@KellySutton @GustoHQ Psst… post on the @creativemorning job board? We will share far and wide.,0
Tina Roth Eisenberg,2021-09-23 18:58:26+00:00,@_Behrouz @NewYork_CM Thank you Behrouz!,0
Tina Roth Eisenberg,2021-09-23 18:23:13+00:00,Our photogrpaher for tomorrow’s @NewYork_CM IRL reunion fell through. Anyone up for documenting a communal walk thr… https://t.co/KHY2F0D35f,2
Tina Roth Eisenberg,2021-09-23 17:57:14+00:00,@AlisonTCG Click the link?,0
Tina Roth Eisenberg,2021-09-22 20:10:31+00:00,@darinka_design https://t.co/q2rbucXM2G,0
Tina Roth Eisenberg,2021-09-22 20:09:15+00:00,@steph_haworth Thank you Stephanie!,0
Tina Roth Eisenberg,2021-09-22 20:09:01+00:00,@ashiashay Thanks for the glimmer of hope!,0
Tina Roth Eisenberg,2021-09-22 12:56:42+00:00,"@BaldCondensed Actually, they do.",0
Tina Roth Eisenberg,2021-09-22 12:46:41+00:00,"By the time I make it to the office I have been up for 4.5h and feel like I already lived a full day. 

Post pandem… https://t.co/0HbrdQc1UG",1
Tina Roth Eisenberg,2021-09-21 23:43:53+00:00,Acorn vase? YES PLEASE! https://t.co/dPicd9B5Cq https://t.co/KzkiKnIx3e,0
Tina Roth Eisenberg,2021-09-21 18:36:22+00:00,https://t.co/lhiWR03nZv,1
Tina Roth Eisenberg,2021-09-21 10:54:21+00:00,@mathowie That’s dedication.,0
Tina Roth Eisenberg,2021-09-21 10:53:26+00:00,What!? Wow! https://t.co/pEoahBlE4N,6
Tina Roth Eisenberg,2021-09-21 10:50:53+00:00,This thread made me smile. https://t.co/GpsHkiOaV9,0
Tina Roth Eisenberg,2021-09-20 19:40:19+00:00,@davedawson What a lucky little one! I am so happy for you all! ❤️,0
Tina Roth Eisenberg,2021-09-20 15:59:04+00:00,I am glad this found me today.  https://t.co/HxLbLPGXhx,0
Tina Roth Eisenberg,2021-09-20 02:12:12+00:00,!!! https://t.co/d1g8hh9i8P,0
Tina Roth Eisenberg,2021-09-18 14:58:10+00:00,Wow! Super helpful! Just enabled this for my close (and Switzerland based) family members. https://t.co/aKDGAodq4t,1
Tina Roth Eisenberg,2021-09-18 14:51:57+00:00,@olimpiazagnoli I love this so much!,0
Khoi Vinh,2021-09-22 02:24:29+00:00,Looks fascinating. https://t.co/VmvEJuiIw0,0
Khoi Vinh,2021-08-22 17:10:24+00:00,“The design is not just what it looks like and feels like. The design is how it works.” https://t.co/0EzQ10Ghb6,3
Khoi Vinh,2021-08-04 14:51:21+00:00,I just took this survey about broadband service that @ConsumerReports and @TheVerge are doing.  #BroadbandTogether https://t.co/i0EN3yVKtU,0
Khoi Vinh,2021-07-02 14:51:16+00:00,@RubenBolling My sides hurt after reading this.,0
Khoi Vinh,2021-06-25 13:36:30+00:00,@damenleeturks Actually not out of the question! Adobe is evolving our remote policy post-pandemic.,0
Khoi Vinh,2021-06-25 13:35:05+00:00,RT @mgiraldo: .@khoi packaging episode reminded me of how much I loved video game packaging. kept many “boxes” https://t.co/sChlMSS1md,2
Khoi Vinh,2021-06-23 16:48:02+00:00,"This is an awesome job opportunity: Adobe is looking for a designer to work on our Libraries service, which is at t… https://t.co/B41GFwSQUo",6
Khoi Vinh,2021-06-22 16:45:40+00:00,RT @stewf: The latest episode of Wireframe is a fun half-hour entry point to the “return of type with personality”: https://t.co/uFG5xXBNYn…,6
Khoi Vinh,2021-06-20 10:36:15+00:00,“Click to see less” is a very confusing concept. https://t.co/udS94LBpVr,3
Khoi Vinh,2021-06-19 00:13:01+00:00,@soosixty @jdallcaps @DesignUpConf Hi @soosixty !,0
Khoi Vinh,2021-06-16 18:42:01+00:00,This is a great idea. https://t.co/eUTtzbt7ti,0
Khoi Vinh,2021-06-16 15:52:01+00:00,This is very revealing. https://t.co/OoXlK1PlOl,2
Khoi Vinh,2021-06-11 18:42:01+00:00,Stacks in @AdobeXD are genuinely terrific. https://t.co/o7d80oESzC,1
Khoi Vinh,2021-06-05 15:18:01+00:00,Just came across this bang on review of “Nomadland” that I couldn’t agree with more. https://t.co/Lpww2P1SCZ,2
Khoi Vinh,2021-06-02 18:42:01+00:00,This is a great overview made by an @AdobeXD user and it's really well done. Nice work @eugenione! https://t.co/NPgKM6pt55,10
Khoi Vinh,2021-05-28 20:58:30+00:00,This is beautiful and really well done! https://t.co/D4Yhm6EimQ,1
Khoi Vinh,2021-05-28 18:36:21+00:00,"RT @Lumi: In 2020, 1 out of every 5 retail dollars was spent shopping online. @kepano joined @khoi on this episode of WireFrame to break do…",3
Khoi Vinh,2021-05-26 00:03:51+00:00,This is devastating. https://t.co/nCNsxQcTw7,8
Khoi Vinh,2021-05-25 20:16:01+00:00,"Our third episode of Wireframe season 4 looks at design's role in the fight for racial justice, including powerful… https://t.co/PI6sD4Zmsl",2
Khoi Vinh,2021-05-14 18:42:00+00:00,"Hot dog, I'm so excited for this, now streaming on @criterionchannl . https://t.co/soGgvpSs6A",1
Khoi Vinh,2021-05-14 13:06:03+00:00,@gray Adorbs,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Ryan Carson (he/him),2021-09-19 17:57:12+00:00,@NataliePropy Hi there - I’d love to chat to you about an idea I have around tokenzation of large real estate portf… https://t.co/i8H5HPTqKv,0
Ryan Carson (he/him),2021-09-10 18:26:29+00:00,Yes! https://t.co/tAlnEFiNhg,1
Ryan Carson (he/him),2021-09-08 22:50:27+00:00,"Have you ever taken a minute to behold the wonder that has Google Sheets? If anybody remembers the days of Ajax, yo… https://t.co/g2H3WmPgZl",0
Ryan Carson (he/him),2021-09-08 09:43:37+00:00,@FawkssNZ @treehouse Way to go!,0
Ryan Carson (he/him),2021-09-07 15:22:52+00:00,This makes me happy https://t.co/GrMRbHlnYf,0
Ryan Carson (he/him),2021-09-07 15:22:42+00:00,@CmdMine @treehouse So awesome to hear that!,0
Ryan Carson (he/him),2021-09-07 12:15:36+00:00,@CmdMine @treehouse Great work!,0
Ryan Carson (he/him),2021-09-07 12:15:14+00:00,@DesignandCode3 @treehouse @Coderbyte @CodePen @frontendmentor @devchallengesio Thx!,0
Ryan Carson (he/him),2021-09-07 12:14:58+00:00,@ghameerah @treehouse Nice work!,0
Ryan Carson (he/him),2021-09-07 12:14:35+00:00,@cmstone_dev @treehouse Way to go!,0
Ryan Carson (he/him),2021-09-07 11:38:32+00:00,@rhett @rogersdev @opensea Thank you!,0
Ryan Carson (he/him),2021-09-07 10:34:28+00:00,Good morning to all you @treehouse Students 👋🏻 😊 https://t.co/18MvUsIgB1,0
Ryan Carson (he/him),2021-09-06 18:47:37+00:00,"Idea: @treehouse Students earn rare Treehouse NFTs as they learn. 

1k Treehouse points = 1 “1k” Treehouse NFT (1 o… https://t.co/TujUr8FLQL",1
Ryan Carson (he/him),2021-09-06 15:20:37+00:00,We took this amazing tiny ferry across the Connecticut River yesterday. https://t.co/JpfC86yYN9,0
Ryan Carson (he/him),2021-09-05 21:09:35+00:00,"@iamdavidohanlon @treehouse Learn a little each day, practice what you learned without watching the video and finally, don’t quit!",0
Ryan Carson (he/him),2021-09-05 14:06:05+00:00,"RT @idanmelamed: @treehouse and @kennethlove is how I got my first developer role.
Best return on investment I will ever have.",2
Ryan Carson (he/him),2021-09-04 14:05:48+00:00,Who would take a Crypto and NFT course on @treehouse right now?,1
Ryan Carson (he/him),2021-09-03 12:03:44+00:00,Good morning all our @treehouse Students! I saw this beautiful sunrise on my morning run today 🤩 https://t.co/0CW2GBCr90,1
Ryan Carson (he/him),2021-09-01 18:53:34+00:00,Just finished my weekly video hangout with my three sisters. Love them!,1
Ryan Carson (he/him),2021-09-01 14:59:24+00:00,@rogersdev @opensea Is there a way to know before you buy? I’d want to know if there was a royalty if I sell it someday.,0
Ryan Carson (he/him),2021-09-01 12:36:29+00:00,@opensea How can we tell if an NFT we want to sell has a royalty?,0
Ryan Carson (he/him),2021-09-01 11:45:26+00:00,Hey #NFT people: how do you tell if an NFT on @opensea has a royalty that gets paid to the creator?,0
Ryan Carson (he/him),2021-09-01 10:32:32+00:00,@jsookha Hi! 😊,0
Ryan Carson (he/him),2021-09-01 10:05:15+00:00,Morning y'all! 🤗,0
Ryan Carson (he/him),2021-08-31 13:15:39+00:00,"This is a powerful example of how online learning can change your life! Way to go @brandonleichty!
https://t.co/RPsvMoko8x",0
Ryan Carson (he/him),2021-08-31 09:22:47+00:00,"@JuanG294 I think we passed the point of “fad”. 

Thx for being a fan of @treehouse!",0
Ryan Carson (he/him),2021-08-30 20:06:01+00:00,@JuanG294 Because they're going to keep going up in value.,0
Ryan Carson (he/him),2021-08-30 16:44:56+00:00,@thejoshtorres 🤗,0
Ryan Carson (he/him),2021-08-30 13:23:38+00:00,This account is fascinating: @TechEmails,2
Ryan Carson (he/him),2021-08-30 12:21:02+00:00,"If I had the capital, I'd buy every single one of these right now: https://t.co/F46BsXduRC",0
Ryan Carson (he/him),2021-08-27 12:23:57+00:00,@mg @xmtp_ @ShaneMac @XMTPdotcom Congrats!,0
Ryan Carson (he/him),2021-08-27 12:19:54+00:00,@michaelmcgee Year I was born!,0
Ryan Carson (he/him),2021-08-26 13:32:25+00:00,@alexhillman Every page has been good so far. Love how each one is a complete thought for reflection.,0
Ryan Carson (he/him),2021-08-26 13:31:44+00:00,@TaskEternal Yup,0
Ryan Carson (he/him),2021-08-26 10:27:53+00:00,"Why isn’t “mark as unread” a thing with texting? I’m sure it’s a technical problem with the spec, but damn, it’s annoying.",0
Ryan Carson (he/him),2021-08-26 01:49:21+00:00,Bought this and love it. https://t.co/dAhZFl0bu2,0
Ryan Carson (he/him),2021-08-25 17:51:22+00:00,@afovea I’m 43. I get it 🤗,0
Ryan Carson (he/him),2021-08-25 17:50:50+00:00,@tclax149 ✊🏻,0
Ryan Carson (he/him),2021-08-25 17:50:36+00:00,@marcchampagne 🙏,0
Ryan Carson (he/him),2021-08-25 14:07:33+00:00,"I’ve been focusing on the future for way too long - assuming things would happen.

Turns out that the only thing th… https://t.co/htsNV87ijR",3
Ryan Carson (he/him),2021-08-24 21:28:43+00:00,@daisy_magnus Thank you!,0
Ryan Carson (he/him),2021-08-24 20:16:38+00:00,@mafoster272 😂,0
Ryan Carson (he/him),2021-08-24 20:00:13+00:00,"We made it to Essex, Connecticut! The pub on our street is amazing. It was “Sea Shanties” night last night 🤩 https://t.co/RNx3NhmALE",1
Ryan Carson (he/him),2021-08-23 01:51:56+00:00,@scottcollinson1 Looks amazing!,0
Ryan Carson (he/him),2021-08-23 01:48:26+00:00,@Bonini84 Thx!,0
Ryan Carson (he/him),2021-08-23 01:48:16+00:00,"@shanemurfy We’re ok thankfully! 

Great to hear from you. How’s Boston treating you?",0
Ryan Carson (he/him),2021-08-22 14:20:30+00:00,Can’t believe we picked *this* weekend to move to Connecticut 😝 #HurricaneHenri,1
Ryan Carson (he/him),2021-08-19 15:02:36+00:00,@jasonbyday Love it,0
Ryan Carson (he/him),2021-08-18 19:45:44+00:00,@markjosephiris Love this!,0
Ryan Carson (he/him),2021-08-18 19:45:37+00:00,@awizemann YES,0
Ryan Carson (he/him),2021-08-18 08:30:35+00:00,@davemerwin Great idea!,0
Ryan Carson (he/him),2021-08-18 08:30:19+00:00,@chalkers @MarianneW_ Thx!,0
Ryan Carson (he/him),2021-08-18 08:30:06+00:00,@MarianneW_ Fascinating idea 🙏,0
Ryan Carson (he/him),2021-08-18 08:29:17+00:00,@AJKandy 🙏👍🏻,0
Ryan Carson (he/him),2021-08-18 08:29:02+00:00,@PFMPE @AJKandy @bramcohen Interesting 🤔,0
Ryan Carson (he/him),2021-08-18 08:28:08+00:00,@cvedovini 🙏,0
Ryan Carson (he/him),2021-08-18 05:17:18+00:00,"If there were 20,000 blockchain developers, all united to build something new and innovative, what should they build?",1
Ryan Carson (he/him),2021-08-17 20:58:36+00:00,"@EmmettNaughton No, she’s getting trucked 👍🏻",0
Ryan Carson (he/him),2021-08-17 20:49:07+00:00,On Twitter it’s cool to give “startup advice” but it’s not cool to be honest about mistakes you’ve made running that startup 🙄,1
Ryan Carson (he/him),2021-08-17 20:44:30+00:00,4 knots of wind was definitely not enough 😂 https://t.co/bAmOtdfOk3,0
Ethan Marcotte,2021-10-07 21:18:24+00:00,"@mor10 Great, thank you — I’ll keep an eye out!",0
Ethan Marcotte,2021-10-07 21:02:48+00:00,"@mor10 Hey, Morten! Your talk sounds interesting; is it online anywhere?",0
Ethan Marcotte,2021-10-07 20:17:29+00:00,"@ChappellTracker i have been. a bad friend, i see that now 😬",0
Ethan Marcotte,2021-10-07 20:08:57+00:00,"@ChappellTracker omg i feel like i’ve raved about these books to most of my friends’ annoyance, i’m actually glad i spared you 😅",0
Ethan Marcotte,2021-10-07 18:02:32+00:00,@phirephoenix —hey uhhhh when you get this job lmk when you’re hiring? oh no dm fai,0
Ethan Marcotte,2021-10-07 18:01:59+00:00,"@seh i rave about these books to everyone, it’s kind of a problem 😅 i hope you enjoy it if you check it out!",0
Ethan Marcotte,2021-10-07 17:54:49+00:00,"@annaecook —I mean this is all amazing and impressive as heck

but also: kittennnnns",0
Ethan Marcotte,2021-10-07 17:53:56+00:00,@annaecook omg the kittens,0
Ethan Marcotte,2021-10-07 17:52:41+00:00,@SaraSoueidan 😬,0
Ethan Marcotte,2021-10-07 17:35:47+00:00,"@CatherineOmega @jeremybowers @eaton **i just love these books so much**

(and thank you!! 💖)",0
Ethan Marcotte,2021-10-07 17:30:56+00:00,@todd_coleman can *enthusiastically* recommend,0
Ethan Marcotte,2021-10-07 17:25:01+00:00,"@knowtheory @jeremybowers @eaton F O U R

I   K N O W  https://t.co/5fRW6EOlKX",0
Ethan Marcotte,2021-10-07 17:22:21+00:00,please download this free ebook and let me know when you’re done reading it so i can excitedly text you about it https://t.co/dItO0s7g0Y,5
Ethan Marcotte,2021-10-07 17:21:35+00:00,"@jeremybowers @eaton jeremy jeremy jeremy

did you see that the trilogy’s now gonna be a quadrilogy",0
Ethan Marcotte,2021-10-07 17:19:31+00:00,@eaton ‼️,0
Ethan Marcotte,2021-10-07 15:28:41+00:00,"@losowsky omg amazing, congratulations @sisiwei!!",0
Ethan Marcotte,2021-10-07 15:26:43+00:00,"@eyemadequiet HELL yeah, congrats to you all!",0
Ethan Marcotte,2021-10-07 15:09:25+00:00,"@Mjausson don’t have a shot of her in the act, but here’s olive in the foreground! https://t.co/uGeP0Y4RGc",0
Ethan Marcotte,2021-10-07 15:06:50+00:00,@sarahebourne omg *nice*,0
Ethan Marcotte,2021-10-07 14:17:57+00:00,"@zachleat Oh my goodness, amazing. Congratulations to you and the community!",0
Ethan Marcotte,2021-10-07 12:33:50+00:00,@chriscoyier thanks i hate it,0
Ethan Marcotte,2021-10-06 23:23:55+00:00,@oatmeal2000 thrilled to announce our audience just reached the single digits!,0
Ethan Marcotte,2021-10-06 21:57:32+00:00,"@tcarmody i love this, also fyi i’m mentally slapping the sub pop logo in the bottom left corner",0
Ethan Marcotte,2021-10-06 21:49:58+00:00,you see what i mean https://t.co/eSsDf0kx0H,0
Ethan Marcotte,2021-10-06 21:46:06+00:00,Stop and drop a picture of you that looks like an album cover https://t.co/bDjzhSeZDe https://t.co/FZ1kBpFNiP,0
Ethan Marcotte,2021-10-06 21:30:30+00:00,"@DanerMoran 1. *adorable*
2. GORDON MIGHT BE THE PERFECT CAT NAME",0
Ethan Marcotte,2021-10-06 21:26:34+00:00,"most days, olive just naps all afternoon

other days, olive chooses an especially adorable brand of violence https://t.co/owcjLLGkdp",0
Ethan Marcotte,2021-10-06 21:01:54+00:00,"@jenseninman 💜, friend.",0
Ethan Marcotte,2021-10-06 20:39:50+00:00,@swamibooba i’ll just note that douglas adams wrote an essay once about his drawer full of discarded device cables and it still haunts me,0
Ethan Marcotte,2021-10-06 20:34:38+00:00,@phyllisstein @swamibooba well well well look who brought unicode to a time fight,0
Ethan Marcotte,2021-10-06 20:30:15+00:00,@swamibooba I mean honestly my solution to this particular problem probably involves placing all my devices in the… https://t.co/NBMeE55O04,0
Ethan Marcotte,2021-10-06 20:26:58+00:00,"@pbyrne (oh god i said “thanks mark” while distractedly looking at something else, i’m so sorry patrick!)",0
Ethan Marcotte,2021-10-06 20:25:04+00:00,@pbyrne @markhuot honestly i’m gonna just paint some numbers on a discarded roof shingle and toss all my other devices in the ocean,0
Ethan Marcotte,2021-10-06 20:20:58+00:00,"@pbyrne @markhuot Thanks Mark! I *do* use Fantastical, but it’s using the system-level calendar accounts — so event… https://t.co/XS65sbHDQ5",0
Ethan Marcotte,2021-10-06 20:15:33+00:00,"@pbyrne @markhuot Yeah it *used* to be contextual for me, but my calendar events just aren’t showing up any more.",0
Ethan Marcotte,2021-10-06 20:07:25+00:00,"@markhuot WEIRD, that option’s missing for me both on my phone and my watch. thank you!",0
Ethan Marcotte,2021-10-06 19:38:20+00:00,"@tcarmody @craigmod it feels like a Very Fancy rework of something that worked both simply and well

i’m kinda sad about it!",0
Ethan Marcotte,2021-10-06 19:32:48+00:00,Did iOS 15 / watchOS 8 remove the feature that let you set Do Not Disturb to run *until* the end of a calendar even… https://t.co/OCHdqedfpN,1
Ethan Marcotte,2021-10-06 12:25:25+00:00,@livlab omg lív 🏆,0
Ethan Marcotte,2021-10-06 11:08:04+00:00,Current status: https://t.co/T84TMG0OHW https://t.co/ZO6gpG9HrL,3
Ethan Marcotte,2021-10-05 21:26:21+00:00,"@ChappellTracker —hey @wilto did you end up getting that 12' skeleton

if not then uh hey fyi",0
Ethan Marcotte,2021-10-05 21:03:58+00:00,@timmaughan feels like the same energy https://t.co/KClqh7NGwU,0
Ethan Marcotte,2021-10-05 20:20:32+00:00,"@janie i have one o’ them phone popper dealies now, specifically because of Struggle Pinky, and am now 🆒",0
Ethan Marcotte,2021-10-05 18:54:27+00:00,"@Una YAY, congratulations to you both! 🎉🎉🎉",0
Ethan Marcotte,2021-10-05 17:19:57+00:00,@SamKap and then she promptly flea’d the scene,0
Ethan Marcotte,2021-10-05 16:48:04+00:00,@davatron5000 yes in fact i think you’re king cooper now,0
Ethan Marcotte,2021-10-05 16:42:11+00:00,@davatron5000 the future liberals want,0
Ethan Marcotte,2021-10-05 16:20:57+00:00,@livlab we’ll see if i live to tell the tail [STAGE HOOK DESCENDS],0
Ethan Marcotte,2021-10-05 16:19:03+00:00,"@MinaMarkham yeah, you’re right, sorry, scratch that",0
Ethan Marcotte,2021-10-05 16:11:07+00:00,"@skullface oh this looks wonderful, thank you for sharing it",0
Ethan Marcotte,2021-10-05 16:08:47+00:00,"@IrinaTheNerd @ivorjetski @EsterhuysenRyan oh

oh the little grumper face

oh my heart",0
Ethan Marcotte,2021-10-05 16:05:15+00:00,@mattmay @malthe —THERE IT IS,0
Ethan Marcotte,2021-10-05 16:03:57+00:00,@IrinaTheNerd @ivorjetski @EsterhuysenRyan OMG 😻 https://t.co/lY57stsQqy,0
Ethan Marcotte,2021-10-05 15:57:42+00:00,@malthe “seizing the means of purrduction” hm yeah let’s whiteboard this a little,0
Ethan Marcotte,2021-10-05 15:56:10+00:00,"i suppose it was technically an act of sabuttage

okay thanks",0
Ethan Marcotte,2021-10-05 15:53:05+00:00,"during a client call one of the kittens sat down on my surge protector’s power button, turning off literally every… https://t.co/P5DfEXjNzu",7
Ethan Marcotte,2021-10-05 11:19:27+00:00,(via @jimray: https://t.co/9EAsJBbdvz),1
Ethan Marcotte,2021-10-05 11:18:11+00:00,"“We do not anticipate ever spending any money with Facebook, and in fact have abandoned publishing even simple post… https://t.co/geFFI9D7dM",5
Ethan Marcotte,2021-10-05 00:13:59+00:00,"@austinkleon Oh, I’m excited to hear your impressions!",0
Ethan Marcotte,2021-10-05 00:07:33+00:00,"@SamKap Big, big, evergreen mood. 💜",0
