,isComment,tweet_id,text,date,username,retweeted_status,retweet_count,likes,comments,comments_ids,repliesTo
1447579039514890249,False,1447579039514890249,#MondayMotivation #QuoteOfTheDay https://t.co/iyWTGF6MX1,2021-10-11 15:05:12+00:00,RobReffkin,True,2,7,{'number of replies found': 0},[],
1446498361163530243,False,1446498361163530243,"Excited to share how Compass Westchester Agent, Francie Malina, has used the Compass platform to save time, win mor… https://t.co/J2TJCLX7X1",2021-10-08 15:30:58+00:00,RobReffkin,False,0,12,{'number of replies found': 0},[],
1445861490339328001,False,1445861490339328001,"Thank you to Laura, Farah, Jacquelynn, Nanette, Janis, Gloria, and Diane for participating in this beautiful campai… https://t.co/d8bH6W4u2J",2021-10-06 21:20:16+00:00,RobReffkin,False,0,3,{'number of replies found': 0},[],
1445861481107517441,False,1445861481107517441,"This Breast Cancer Awareness Month the @Compass community is raising awareness by uplifting the voices of fighters,… https://t.co/jMHwXaTFYB",2021-10-06 21:20:14+00:00,RobReffkin,False,0,10,{'number of replies found': 0},[],
1445514615052406789,False,1445514615052406789,I shared some of these photos of Compass memories throughout the years during the meeting and since I’m still feeli… https://t.co/ZDOjQMUk9q,2021-10-05 22:21:55+00:00,RobReffkin,False,0,9,{'number of replies found': 0},[],
1445514594760286213,False,1445514594760286213,Earlier today our Compass employee team gathered for a special “All Employee Team Meeting” to celebrate 9 years of… https://t.co/W8htwjhYeE,2021-10-05 22:21:50+00:00,RobReffkin,True,4,23,"{'1445862103768649735': {'isComment': True, 'repliesTo': 'RobReffkin', 'tweet_id': '1445514594760286213', 'text': '@RobReffkin nothing to celebrate; your stock is in the shitter $COMP', 'date': '2021-10-06 21:22:43+00:00', 'username': 'stockthathops', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1445568778360655875': {'isComment': True, 'repliesTo': 'RobReffkin', 'tweet_id': '1445514594760286213', 'text': '@RobReffkin You all did an awesome job today. The format was engaging and the stories were very entertaining. Congr… https://t.co/qevCBvX1me', 'date': '2021-10-06 01:57:08+00:00', 'username': 'alexstanton17', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, 'number of replies found': 2}","['1445862103768649735', '1445568778360655875']",
1440689122830553096,False,1440689122830553096,J Rene works hard to help agents grow their business and spends additional time making an impact as a part of our W… https://t.co/TwaDooxrtr,2021-09-22 14:47:08+00:00,RobReffkin,False,0,4,{'number of replies found': 0},[],
1440689121098285066,False,1440689121098285066,J Rene has more than 20 years of experience in both the real estate and technology industries and since joining Com… https://t.co/9kspU9m3A0,2021-09-22 14:47:07+00:00,RobReffkin,False,0,4,{'number of replies found': 0},[],
1440689118820724746,False,1440689118820724746,"I am pleased to highlight J Rene Walker, Broker of Record in our Greater Austin region. https://t.co/hFAwqPC63V",2021-09-22 14:47:07+00:00,RobReffkin,False,0,8,{'number of replies found': 0},[],
1440387247929368577,False,1440387247929368577,"This event was filled with agent panels, home tours, live music events, interactive networking activities and more.… https://t.co/iRVBzAajZg",2021-09-21 18:47:35+00:00,RobReffkin,False,0,3,{'number of replies found': 0},[],
1440387229445099520,False,1440387229445099520,Last week I received these photos from our Jazz Aspen Luxury Retreat where some Compass agents across the country s… https://t.co/tgNmG1c23J,2021-09-21 18:47:31+00:00,RobReffkin,False,0,10,{'number of replies found': 0},[],
1439958212426489860,False,1439958212426489860,#MondayMotivation #QuoteOfTheDay https://t.co/IA1VFWstES,2021-09-20 14:22:45+00:00,RobReffkin,True,1,14,{'number of replies found': 0},[],
1438870172824133633,False,1438870172824133633,"Thank you to Micaela, Juan, Reina, Fernando, Becca, Jose, Cecilia, Christopher and Brenda for sharing your beautifu… https://t.co/7vGpsIbblV",2021-09-17 14:19:16+00:00,RobReffkin,True,1,2,{'number of replies found': 0},[],
1438870166528483331,False,1438870166528483331,I am proud to celebrate and recognize the amazing Latinx members of our Compass community who help make Compass so… https://t.co/UifIn6ewNr,2021-09-17 14:19:15+00:00,RobReffkin,True,1,3,{'number of replies found': 0},[],
1438870160161615874,False,1438870160161615874,Happy Latinx Heritage Month! This month we celebrate the contributions the Latinx community has made to the history… https://t.co/iy2caNEXzX,2021-09-17 14:19:13+00:00,RobReffkin,True,2,9,{'number of replies found': 0},[],
1438241180018479107,False,1438241180018479107,Have a meaningful Yom Kippur and Gmar Chatima Tovah! https://t.co/xLN7ht8v4W,2021-09-15 20:39:53+00:00,RobReffkin,True,1,17,{'number of replies found': 0},[],
1437900970852298767,False,1437900970852298767,I hope listeners enjoy what I shared and why it’s so important to bounce back with passion! Click the link below to… https://t.co/4x9S5z18K0,2021-09-14 22:08:01+00:00,RobReffkin,True,2,15,{'number of replies found': 0},[],
1437900969673625604,False,1437900969673625604,"Thank you @ReidHoffman, for giving me the opportunity to speak with you on your fun &amp; insightful podcast,… https://t.co/w1TBmweACu",2021-09-14 22:08:00+00:00,RobReffkin,True,2,15,{'number of replies found': 0},[],
1437792090696687616,False,1437792090696687616,"Thank you, Kevin, for embodying the positive and inclusive Compass culture we strive to achieve. I am grateful for… https://t.co/w6O9YR9eOT",2021-09-14 14:55:21+00:00,RobReffkin,False,0,3,{'number of replies found': 0},[],
1437792089190850567,False,1437792089190850567,"When you think of Kevin, you immediately think of our Compass Entrepreneurship Principle #CollaborateWithoutEgo. Ke… https://t.co/j3lfxvkZs6",2021-09-14 14:55:21+00:00,RobReffkin,False,0,4,{'number of replies found': 0},[],
1437792087282421760,False,1437792087282421760,"I am pleased to highlight Kevin Patsel, Managing Director in our San Francisco Bay Area region. Kevin started at Co… https://t.co/RxakqqDwif",2021-09-14 14:55:21+00:00,RobReffkin,False,0,9,{'number of replies found': 0},[],
1437423644582498309,False,1437423644582498309,#MondayMotivation #QuoteOfTheDay https://t.co/h41i0BjwRg,2021-09-13 14:31:17+00:00,RobReffkin,True,6,8,{'number of replies found': 0},[],
1436661454787186691,False,1436661454787186691,"This city is where I have raised my family, where I met my wife, where I realized my dreams and chased them — a pla… https://t.co/e6vVqkSuTG",2021-09-11 12:02:37+00:00,RobReffkin,False,0,6,{'number of replies found': 0},[],
1436661453302403076,False,1436661453302403076,20 years ago today the unthinkable happened in New York City and our entire nation paused. As I reflect on what thi… https://t.co/WOfHtUrmiY,2021-09-11 12:02:37+00:00,RobReffkin,True,3,16,{'number of replies found': 0},[],
1436373397752238120,False,1436373397752238120,It’s great to see how this team gathered together on behalf of this beautiful initiative to give back to those impa… https://t.co/NfyMSvziPI,2021-09-10 16:57:59+00:00,RobReffkin,False,0,1,{'number of replies found': 0},[],
1436373395554381825,False,1436373395554381825,"One of our new Compass Greater Raleigh teams, Team Trevor recently got together to sponsor and take part in a 5K ev… https://t.co/J9trH8aqNb",2021-09-10 16:57:58+00:00,RobReffkin,False,0,9,{'number of replies found': 0},[],
1436089354208915458,False,1436089354208915458,"So happy that Richard has joined the Compass community! @jonsteinberg, can't wait for you to become a Compass clien… https://t.co/oXIJkedChR",2021-09-09 22:09:17+00:00,RobReffkin,False,0,12,{'number of replies found': 0},[],
1436025035123314694,False,1436025035123314694,"Thank you, Kristy, for showcasing such passion and drive within our Compass community and beyond — we are grateful to have you on the team!",2021-09-09 17:53:43+00:00,RobReffkin,False,0,2,{'number of replies found': 0},[],
1436025033844006915,False,1436025033844006915,"And, in her free time, Kristy serves her local association as the past-President of the Greater Nashville Realtors… https://t.co/Qk0cKLTXF5",2021-09-09 17:53:42+00:00,RobReffkin,False,0,3,{'number of replies found': 0},[],
1436025032526999564,False,1436025032526999564,"In addition to her role as a Managing Director, Kristy is a member of our Diversity Council and Women of Compass gr… https://t.co/uAkUiDVOxC",2021-09-09 17:53:42+00:00,RobReffkin,False,0,2,{'number of replies found': 0},[],
1436025030702473220,False,1436025030702473220,"I am excited to highlight Kristy Hairston, Managing Director in the Compass Greater Nashville region. Kristy is a b… https://t.co/xiuRDZyh1j",2021-09-09 17:53:42+00:00,RobReffkin,False,0,18,{'number of replies found': 0},[],
1435611639043211270,False,1435611639043211270,"Having first started with 27 agents the OC team is now 600+ agents strong today, becoming the #1 Independent Broker… https://t.co/v6Yv9YaZdw",2021-09-08 14:31:01+00:00,RobReffkin,False,0,2,{'number of replies found': 0},[],
1435611630646214657,False,1435611630646214657,I want to take a moment and spotlight our Orange County team in California who is constantly #DreamingBig! Compass… https://t.co/PIUMu3oC6w,2021-09-08 14:30:59+00:00,RobReffkin,True,1,11,{'number of replies found': 0},[],
1435020277600108548,False,1435020277600108548,"L'shanah tovah, everyone! I am grateful for being able to spend extra time with my family this year. Wishing everyo… https://t.co/BAYpehxjQ0",2021-09-06 23:21:10+00:00,RobReffkin,True,1,18,{'number of replies found': 0},[],
1434849484555657217,False,1434849484555657217,I hope everyone is having a great long weekend enjoying the remainder of their summer with friends and family.,2021-09-06 12:02:29+00:00,RobReffkin,False,0,6,{'number of replies found': 0},[],
1434849482907209738,False,1434849482907209738,Wishing everyone a wonderful Labor Day! Every year I am thankful to our Compass agents and employees for all of the… https://t.co/PF9VyjPEgn,2021-09-06 12:02:29+00:00,RobReffkin,True,2,23,{'number of replies found': 0},[],
1433083764612161541,False,1433083764612161541,"and productivity routine, and join a Zoom call at 6 am every Tuesday and Thursday to connect. Skye, thanks for alwa… https://t.co/ACsQ2aLUoP",2021-09-01 15:06:09+00:00,RobReffkin,False,0,3,{'number of replies found': 0},[],
1433083763550998533,False,1433083763550998533,"In addition to his role as a Managing Director, Skye started and leads the wildly popular ‘6AMERS group’ at Compass… https://t.co/1sG3qM2lzb",2021-09-01 15:06:09+00:00,RobReffkin,False,0,4,{'number of replies found': 0},[],
1433083761919418369,False,1433083761919418369,"I’m excited to highlight Skye Michiels, Managing Director in the Compass Philadelphia region. Skye recently celebra… https://t.co/dEiLWzyvKK",2021-09-01 15:06:08+00:00,RobReffkin,False,0,9,{'number of replies found': 0},[],
1432764153807114242,False,1432764153807114242,Great to see these groups finding ways to come together and am excited to see other teams spending time with each o… https://t.co/v1y1wGAOdt,2021-08-31 17:56:08+00:00,RobReffkin,False,0,4,{'number of replies found': 0},[],
1445862103768649735,True,1445514594760286213,@RobReffkin nothing to celebrate; your stock is in the shitter $COMP,2021-10-06 21:22:43+00:00,stockthathops,False,0,0,,,RobReffkin
1445568778360655875,True,1445514594760286213,@RobReffkin You all did an awesome job today. The format was engaging and the stories were very entertaining. Congr… https://t.co/qevCBvX1me,2021-10-06 01:57:08+00:00,alexstanton17,False,0,0,,,RobReffkin
1447511920140070916,False,1447511920140070916,RT @KnowYourValue: .@GEM_AmplifyHER's @MsBKB joins @laurenleaderAIT and @dpierrebravo to share how her Texas advocacy group is helping moth…,2021-10-11 10:38:29+00:00,laurenleaderAIT,True,1,0,{'number of replies found': 0},[],
1447363387525115904,False,1447363387525115904,"RT @axios: There are twice as many states that have solid, Republican-controlled legislatures as those with solid, Democratic-controlled on…",2021-10-11 00:48:16+00:00,laurenleaderAIT,True,34,0,{'number of replies found': 0},[],
1447180822331764736,False,1447180822331764736,"RT @KnowYourValue: #WorldMentalHealthDay: Addressing the mental health disparity for women of color

Featuring @laurenleaderAIT, @dpierrebr…",2021-10-10 12:42:50+00:00,laurenleaderAIT,True,2,0,{'number of replies found': 0},[],
1446999861207912454,False,1446999861207912454,"@WillieGeist @machinegunkelly @nbc Admit it, you almost wore the same outfit.",2021-10-10 00:43:45+00:00,laurenleaderAIT,False,0,16,{'number of replies found': 0},[],
1446906229482217480,False,1446906229482217480,RT @KnowYourValue: .@GEM_AmplifyHER @MsBKB joins @laurenleaderAIT and @dpierrebravo to explain how her Texas advocacy group is helping moth…,2021-10-09 18:31:41+00:00,laurenleaderAIT,True,2,0,{'number of replies found': 0},[],
1446799995471007747,False,1446799995471007747,"RT @washingtonpost: More than 33 million Americans — about 1 in 10 — identify as being of two or more races, a number that grew by nearly 2…",2021-10-09 11:29:33+00:00,laurenleaderAIT,True,107,0,{'number of replies found': 0},[],
1446575332950163462,False,1446575332950163462,RT @soledadobrien: Jesus. This thread and this story. From @propublica. Absolutely worth reading.,2021-10-08 20:36:50+00:00,laurenleaderAIT,True,1807,0,{'number of replies found': 0},[],
1446575096563441676,False,1446575096563441676,This is a devastating indictment of a broken #Criminal #juvenile system rife w corruption and racism in Tennessee.… https://t.co/VWBA1iwoKl,2021-10-08 20:35:53+00:00,laurenleaderAIT,False,0,1,{'number of replies found': 0},[],
1446565992927277056,False,1446565992927277056,Great to be on @thelauracoates @SXMPolitics to talk about the @AllInTogether polling and the prospects for the hous… https://t.co/S0LnGHJ4QO,2021-10-08 19:59:43+00:00,laurenleaderAIT,True,1,3,{'number of replies found': 0},[],
1446560935372591123,False,1446560935372591123,@GovKathyHochul Proud NYer!!🍎,2021-10-08 19:39:37+00:00,laurenleaderAIT,False,0,1,{'number of replies found': 0},[],
1446560364355850243,False,1446560364355850243,"RT @GovKathyHochul: A new milestone: 85% of adult New Yorkers have had at least one dose of the COVID vaccine.

Let’s keep it going! https:…",2021-10-08 19:37:21+00:00,laurenleaderAIT,True,246,0,{'number of replies found': 0},[],
1446544899835375617,False,1446544899835375617,RT @AprilDRyan: A Must Read! My latest @theGrio #WhiteHouse report https://t.co/tqAvzfymYL,2021-10-08 18:35:54+00:00,laurenleaderAIT,True,19,0,{'number of replies found': 0},[],
1446544538865180675,False,1446544538865180675,"RT @AllInTogether: 📣 Hey #NewYork today's the deadline to register to vote in the General Election on Nov. 2. #VoterRegistration 

Here are…",2021-10-08 18:34:28+00:00,laurenleaderAIT,True,1,0,{'number of replies found': 0},[],
1446544112946196490,False,1446544112946196490,"RT @AllInTogether: Among voters over 30 men favor Republicans and women favor Democrats, but AIT polls show young voters are different with…",2021-10-08 18:32:46+00:00,laurenleaderAIT,True,1,0,{'number of replies found': 0},[],
1446482981082775555,False,1446482981082775555,@alicetweet Not just disappointing but devastating news for women who gained ZERO jobs this month.  Net loss of 26k!!!,2021-10-08 14:29:51+00:00,laurenleaderAIT,False,0,0,{'number of replies found': 0},[],
1446474865796657157,False,1446474865796657157,"RT @AllInTogether: Redistricting is happening this year, and you can advocate for your community to help determine where political power is…",2021-10-08 13:57:36+00:00,laurenleaderAIT,True,2,0,{'number of replies found': 0},[],
1446466191288045592,False,1446466191288045592,@eramshaw Insane.  Paging @POTUS this is wildly unacceptable,2021-10-08 13:23:08+00:00,laurenleaderAIT,False,0,1,{'number of replies found': 0},[],
1446465892355911681,False,1446465892355911681,This is terrible- all met job gains went to MEN - literally all of them! https://t.co/9C7ECo3scX,2021-10-08 13:21:57+00:00,laurenleaderAIT,False,0,3,{'number of replies found': 0},[],
1446465187796619272,False,1446465187796619272,"RT @KathyHochul: When I became governor, I said I would fight like hell every single day for New Yorkers. 

In 45 days we’ve accomplished a…",2021-10-08 13:19:09+00:00,laurenleaderAIT,True,54,0,{'number of replies found': 0},[],
1446430274020167718,False,1446430274020167718,I had the honor of briefly meeting @mariaressa in 2018 at @WomenintheWorld and I have never forgotten it.  She is a… https://t.co/aEkNNZmGr4,2021-10-08 11:00:25+00:00,laurenleaderAIT,True,2,3,{'number of replies found': 0},[],
1446424645104717824,False,1446424645104717824,@IAmAmnaNawaz Beautiful thank you for posting Amna.,2021-10-08 10:38:03+00:00,laurenleaderAIT,False,0,0,{'number of replies found': 0},[],
1446419924814008322,False,1446419924814008322,RT @KnowYourValue: .@GEM_AmplifyHER @MsBKB joins @laurenleaderAIT and @dpierrebravo to explain how her Texas advocacy group is helping moth…,2021-10-08 10:19:17+00:00,laurenleaderAIT,True,1,0,{'number of replies found': 0},[],
1446228518447337473,False,1446228518447337473,RT @MichaelLaRosa46: First Lady Jill Biden Asks Busy Women to Get a Mammogram: 'Nothing on Your To-Do List Is More Important' https://t.co/…,2021-10-07 21:38:43+00:00,laurenleaderAIT,True,17,0,{'number of replies found': 0},[],
1446220175481712642,False,1446220175481712642,"RT @AllInTogether: With the #TexasAbortionLaw on pause, AIT polls found that abortion is a major factor in motivating young people to vote…",2021-10-07 21:05:33+00:00,laurenleaderAIT,True,3,0,{'number of replies found': 0},[],
1446166386087182337,False,1446166386087182337,"RT @AllInTogether: Some U.S. coins will soon feature female trailblazers from different eras of American history, representing their accomp…",2021-10-07 17:31:49+00:00,laurenleaderAIT,True,2,0,{'number of replies found': 0},[],
1446069216872968192,False,1446069216872968192,How many women in Texas will not even know that the courts blocked #SB8 and believe they will be denied care?  Many… https://t.co/hJoN53ClHK,2021-10-07 11:05:42+00:00,laurenleaderAIT,True,1,1,{'number of replies found': 0},[],
1445923815859626000,False,1445923815859626000,"RT @NewsHour: A federal judge on Wednesday ordered Texas to suspend the most restrictive abortion law in the U.S., which since September ha…",2021-10-07 01:27:56+00:00,laurenleaderAIT,True,36,0,{'number of replies found': 0},[],
1445552481082109956,False,1445552481082109956,@AyannaPressley @TheJusticeDept The #DeathPenalty is immoral and a shameful stain on our nation.,2021-10-06 00:52:23+00:00,laurenleaderAIT,False,0,1,{'number of replies found': 0},[],
1445513028716281863,False,1445513028716281863,RT @KnowYourValue: #EqualValue: @GEM_AmplifyHER @MsBKB joins hosts @laurenleaderAIT and @dpierrebravo to explain how her Texas advocacy gro…,2021-10-05 22:15:37+00:00,laurenleaderAIT,True,3,0,{'number of replies found': 0},[],
1445491864828723201,False,1445491864828723201,"RT @KathyHochul: When I became governor, I promised to serve with integrity and compassion.

It is humbling to earn endorsements that mark…",2021-10-05 20:51:31+00:00,laurenleaderAIT,True,8,0,{'number of replies found': 0},[],
1445491238124154892,False,1445491238124154892,"RT @AllInTogether: In the United States, more than 10 million adults experience domestic violence annually. Throughout #DomesticViolenceAwa…",2021-10-05 20:49:01+00:00,laurenleaderAIT,True,3,0,{'number of replies found': 0},[],
1445415606300336128,False,1445415606300336128,"RT @AllInTogether: 160 million Americans cast their ballots in 2020—shattering voter turnout records &amp; making history.
But there's still a…",2021-10-05 15:48:29+00:00,laurenleaderAIT,True,2,0,{'number of replies found': 0},[],
1445413284266627077,False,1445413284266627077,"RT @CAWP_RU: New polling data from @AllInTogether about the upcoming midterms, voter engagement, and how Texas' new restrictions on women's…",2021-10-05 15:39:16+00:00,laurenleaderAIT,True,3,0,{'number of replies found': 0},[],
1445409417596395531,False,1445409417596395531,"RT @PLSprogram: This #HispanicHeritageMonth, #PLScholar Julissa Carielo joined @VelshiMSNBC for a discussion on the complexity of the Latin…",2021-10-05 15:23:54+00:00,laurenleaderAIT,True,3,0,{'number of replies found': 0},[],
1445362863544094724,False,1445362863544094724,So totally horrible and unacceptable. https://t.co/yCTwYBuvKp,2021-10-05 12:18:54+00:00,laurenleaderAIT,False,0,1,{'number of replies found': 0},[],
1445340776217694212,False,1445340776217694212,"RT @19thnews: “We talk a lot about political polarization, but there’s pretty significant gender polarization. Women are more Democratic, m…",2021-10-05 10:51:08+00:00,laurenleaderAIT,True,8,0,{'number of replies found': 0},[],
1445340545153478663,False,1445340545153478663,@georgehahn Magnificent,2021-10-05 10:50:13+00:00,laurenleaderAIT,False,0,0,{'number of replies found': 0},[],
1445340481882402817,False,1445340481882402817,RT @georgehahn: This ad for Congressman Charles Graham (NC) is incredible. https://t.co/VuDhb9VoSQ,2021-10-05 10:49:58+00:00,laurenleaderAIT,True,8643,0,{'number of replies found': 0},[],
1445224509162893327,False,1445224509162893327,@Forbes @AllInTogether,2021-10-05 03:09:08+00:00,laurenleaderAIT,False,0,0,{'number of replies found': 0},[],
1445224472383037442,False,1445224472383037442,"RT @Forbes: According to a poll, the abortion debate is motivating voters in 2022 https://t.co/840lJM9lsO https://t.co/ibnq2JJDFS",2021-10-05 03:08:59+00:00,laurenleaderAIT,True,14,0,{'number of replies found': 0},[],
1444047552685301762,False,1444047552685301762,FINAL BOARDING CALL 🛫 Business Class enrollment closes TODAY at 6pm PT and it won't be back until NEXT year. Enroll… https://t.co/qZdT6dDcAQ,2021-10-01 21:12:20+00:00,sophiaamoruso,False,0,5,{'number of replies found': 0},[],
1443606574577197056,False,1443606574577197056,Enrollment for Business Class closes TOMORROW at 6pm PT. ⏳ Don’t let this flight take off without you (I won’t be b… https://t.co/ErIrBwv8du,2021-09-30 16:00:02+00:00,sophiaamoruso,True,1,4,{'number of replies found': 0},[],
1440745210707955712,False,1440745210707955712,Enrollment for Business Class is FINALLY open. Ready to join me and the thousands of other entrepreneurs building a… https://t.co/pP8QCnZjLX,2021-09-22 18:30:00+00:00,sophiaamoruso,True,1,8,{'number of replies found': 0},[],
1440407492068925448,False,1440407492068925448,Proud to announce that Business Class has awarded 104 scholarships to some very deserving founders in partnership w… https://t.co/MoSQflY1FQ,2021-09-21 20:08:02+00:00,sophiaamoruso,False,0,16,{'number of replies found': 0},[],
1440369232881934337,False,1440369232881934337,Proud to be an early investor in @FYPM_vip and excited to watch Lindsey and Isha build the Glassdoor for the creato… https://t.co/CM3o8A7e2e,2021-09-21 17:36:00+00:00,sophiaamoruso,True,4,28,{'number of replies found': 0},[],
1439944937357840390,False,1439944937357840390,I'm putting the finishing touches👩‍🎨on the live masterclass I'm teaching this week to share my tried and true strat… https://t.co/xyp2qhMBgA,2021-09-20 13:30:00+00:00,sophiaamoruso,True,1,9,{'number of replies found': 0},[],
1438487838878666755,False,1438487838878666755,FREE BRAIN PICKING 🧠 In less than 6 days I’ll be answering questions LIVE during my free masterclass on How to Crea… https://t.co/vjdJ5WXg0X,2021-09-16 13:00:01+00:00,sophiaamoruso,True,2,7,{'number of replies found': 0},[],
1437763064787521536,False,1437763064787521536,"Ready to build the brand of your dreams? ✨

Join me for a free, live masterclass on How to Create an Iconic Brand o… https://t.co/AXh6pu1Sa7",2021-09-14 13:00:01+00:00,sophiaamoruso,False,0,10,{'number of replies found': 0},[],
1435754893537538055,False,1435754893537538055,Join me live on Callin! https://t.co/ruRHD38EEL,2021-09-09 00:00:16+00:00,sophiaamoruso,True,2,16,{'number of replies found': 0},[],
1435733100734992385,False,1435733100734992385,Don't miss this upcoming room on Callin! Taking your questions LIVE! https://t.co/p4hqJnCV8G,2021-09-08 22:33:40+00:00,sophiaamoruso,True,1,13,{'number of replies found': 0},[],
1435591499861819393,False,1435591499861819393,"LIVE MASTERCLASS ALERT: In rare form, I’m teaching a free LIVE masterclass on How to Create an Iconic Brand. 

Slap… https://t.co/Qat96SKkUq",2021-09-08 13:11:00+00:00,sophiaamoruso,True,2,16,{'number of replies found': 0},[],
