,isComment,tweet_id,text,date,username,retweeted_status,retweet_count,likes,comments,comments_ids
1328278277233004549,False,1328278277233004549,Wow https://t.co/lEpHZdk0CH,2020-11-16 10:06:34+00:00,cw3161,True,1,0,{'number of replies found': 0},[]
1328273821133131776,False,1328273821133131776,Ceci est un test,2020-11-16 09:48:51+00:00,cw3161,True,1,0,{'number of replies found': 0},[]
1327973930968248322,False,1327973930968248322,petit test https://t.co/q0CsgHB1wV,2020-11-15 13:57:12+00:00,cw3161,False,0,0,{'number of replies found': 0},[]
1326809280251650049,False,1326809280251650049,Je retweet parce que j'approuve ce qui a été dit https://t.co/7ZzKTCtavC,2020-11-12 08:49:17+00:00,cw3161,True,2,0,{'number of replies found': 0},[]
1326088800943157248,False,1326088800943157248,"Si ce Premier tweet s'affiche, la fonction fonctionne",2020-11-10 09:06:22+00:00,cw3161,True,1,1,{'number of replies found': 0},[]
1447652242534776832,False,1447652242534776832,@eddiepearson ...but a good qual method should be able to get at whys &amp; wherefores of what people might actually do… https://t.co/QKwfVGx81G,2021-10-11 19:56:05+00:00,cydharrell,False,0,1,{'number of replies found': 0},[]
1447652052197273600,False,1447652052197273600,@eddiepearson so they're not worried about large scale qual research (I'm assuming no one is doing 25M interviews)… https://t.co/InkCU0k16Z,2021-10-11 19:55:19+00:00,cydharrell,False,0,1,{'number of replies found': 0},[]
1447651536398544896,False,1447651536398544896,"@EthanZ @sivavaid absolutely! (sorry, I thought at least one of those reports was from an interview study - more su… https://t.co/0SvX5GEuXR",2021-10-11 19:53:16+00:00,cydharrell,False,0,1,{'number of replies found': 0},[]
1447649242089082880,False,1447649242089082880,"@eddiepearson right, but are they saying quant can't? that's nonsense, so the comparison is really situational I th… https://t.co/Qm8Tn7asYt",2021-10-11 19:44:09+00:00,cydharrell,False,0,2,{'number of replies found': 0},[]
1447647922078642178,False,1447647922078642178,"@sivavaid @EthanZ it's not a great bind to be in, &amp; of course industry user research doesn't meet as high a standar… https://t.co/EedPiUK3Ab",2021-10-11 19:38:55+00:00,cydharrell,False,0,0,{'number of replies found': 0},[]
1447647416484651008,False,1447647416484651008,"@sivavaid @EthanZ a dynamic I see all the time w/both corporate &amp; govt user research:

- pretty clear qual result
-… https://t.co/HY8J8XHE8A",2021-10-11 19:36:54+00:00,cydharrell,False,0,2,{'number of replies found': 0},[]
1447646987646488580,False,1447646987646488580,@sivavaid @EthanZ one thing I suspect is that it - maybe - was a bit of a misstep (though a very common &amp; understan… https://t.co/zZV3JAGQUS,2021-10-11 19:35:12+00:00,cydharrell,False,0,2,{'number of replies found': 0},[]
1447645638787698688,False,1447645638787698688,@eddiepearson pretty much every method can yield false results if poorly deployed - you always have to account for… https://t.co/IpNtNMFUYD,2021-10-11 19:29:50+00:00,cydharrell,False,0,1,{'number of replies found': 0},[]
1447637757719810048,False,1447637757719810048,"@jetjocko I'm a fan! I just, you know, have ~opinions~ about service design",2021-10-11 18:58:31+00:00,cydharrell,False,0,2,{'number of replies found': 0},[]
1447635060690063361,False,1447635060690063361,"RT @donmoyn: Psychological costs: being treated as someone who cannot be trusted to buy the right kind of cheese, having to identify yourse…",2021-10-11 18:47:48+00:00,cydharrell,True,8,0,{'number of replies found': 0},[]
1446668169247019008,False,1446668169247019008,@halvorson @danachis Clearly an authority on the merits of sugar-and-wax confections,2021-10-09 02:45:44+00:00,kimgoodwin,False,0,2,{'number of replies found': 0},[]
1446667680405090306,False,1446667680405090306,RT @danachis: Such an important review by a professional,2021-10-09 02:43:47+00:00,kimgoodwin,True,4,0,{'number of replies found': 0},[]
1446667351340949504,False,1446667351340949504,@halvorson @danachis Deserves a Pulitzer for excellence in reporting,2021-10-09 02:42:28+00:00,kimgoodwin,False,0,2,{'number of replies found': 0},[]
1446660289756160003,False,1446660289756160003,"@HulkDad79 Good thing I don’t use HomeKit, right?",2021-10-09 02:14:25+00:00,kimgoodwin,False,0,1,{'number of replies found': 0},[]
1446645001883058183,False,1446645001883058183,"Siri, out of nowhere: Who’s speaking?  … Who’s speaking? I don’t recognize your voice.
Me, puzzled: Hey Siri, stop.… https://t.co/FI3iNdS7dv",2021-10-09 01:13:40+00:00,kimgoodwin,True,4,46,"{'1446838087577919492': {'isComment': True, 'repliesTo': 'kimgoodwin', 'tweet_id': '1446645001883058183', 'text': '@kimgoodwin In the middle of a client presentation this week, as I was explaining something, out of nowhere, Siri a… https://t.co/FdfIQD8T7Q', 'date': '2021-10-09 14:00:55+00:00', 'username': 'micberryman', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1446669293513547779': {'isComment': True, 'repliesTo': 'kimgoodwin', 'tweet_id': '1446645001883058183', 'text': '@kimgoodwin Siri did that to us tonight as well … just out of nowhere.', 'date': '2021-10-09 02:50:12+00:00', 'username': 'heatherbOttawa', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, 'number of replies found': 2}","['1446838087577919492', '1446669293513547779']"
1446506796881874946,False,1446506796881874946,@jmspool It’s just a courtesy call before they cancel the fictitious extended warranty on a car you don’t own.,2021-10-08 16:04:29+00:00,kimgoodwin,False,0,3,{'number of replies found': 0},[]
1446297532255006726,False,1446297532255006726,@ninavizz @danachis Fair.,2021-10-08 02:12:57+00:00,kimgoodwin,False,0,1,{'number of replies found': 0},[]
1446262271211048961,False,1446262271211048961,"@danachis Because rainbows are visions, but only illusions? [Side note: memory stores the most useless things sometimes…]",2021-10-07 23:52:50+00:00,kimgoodwin,False,0,9,{'number of replies found': 0},[]
1446260759944597513,False,1446260759944597513,"RT @emilymbender: In week 2 of the quarter, I think I finally have my syllabus organized for my ""societal impacts of NLP class"". The delay…",2021-10-07 23:46:50+00:00,kimgoodwin,True,86,0,{'number of replies found': 0},[]
1446190572255907848,False,1446190572255907848,"@ziv1lazar Interesting…and yet you give up the swipe-to-switch-tabs, which is too bad.",2021-10-07 19:07:56+00:00,kimgoodwin,False,0,0,{'number of replies found': 0},[]
1441619836979736583,False,1441619836979736583,DDC12000: For Erick Darrow.,2021-09-25 04:25:27+00:00,Draplin,False,0,7,{'number of replies found': 0},[]
1437888192124907521,False,1437888192124907521,DDC11999: For Norm Macdonald.,2021-09-14 21:17:14+00:00,Draplin,False,0,134,{'number of replies found': 0},[]
1435002201185861635,False,1435002201185861635,DDC11998: For Michael K. Williams.,2021-09-06 22:09:20+00:00,Draplin,True,1,55,{'number of replies found': 0},[]
1434607783396134912,False,1434607783396134912,DDC11997: For Willard Scott.,2021-09-05 20:02:03+00:00,Draplin,True,1,7,{'number of replies found': 0},[]
1432057674498252805,False,1432057674498252805,DDC11996: For Ed Asner.,2021-08-29 19:08:50+00:00,Draplin,False,0,36,{'number of replies found': 0},[]
1432033257978273798,False,1432033257978273798,DDC11995: For Lee “Scratch” Perry.,2021-08-29 17:31:49+00:00,Draplin,True,3,32,{'number of replies found': 0},[]
1430237020828278793,False,1430237020828278793,DDC11994: For Charlie Watts.,2021-08-24 18:34:12+00:00,Draplin,False,0,37,{'number of replies found': 0},[]
1429088670821150720,False,1429088670821150720,DDC11993: For Tom T. Hall. (He loved onions.),2021-08-21 14:31:04+00:00,Draplin,True,1,12,{'number of replies found': 0},[]
1428714002259996685,False,1428714002259996685,DDC11992: For Chuck Close.,2021-08-20 13:42:17+00:00,Draplin,True,2,19,{'number of replies found': 0},[]
1428381021930614786,False,1428381021930614786,DDC11991: My Dad’s biggest claim to fame was when “he took a piss next to Bill Freehan” at a Glen Campbell show at Cobo Arena. Go Tigers.,2021-08-19 15:39:08+00:00,Draplin,False,0,21,{'number of replies found': 0},[]
1447599466278760453,False,1447599466278760453,Writing was a mistake. 🥴,2021-10-11 16:26:22+00:00,frank_chimero,False,0,14,{'number of replies found': 0},[]
1445839304169754626,False,1445839304169754626,@ChappellTracker @karenmcgrane Hello from a dude who regularly wears his noise-cancelling headphones around the apa… https://t.co/47z3kOysP4,2021-10-06 19:52:07+00:00,frank_chimero,True,1,3,{'number of replies found': 0},[]
1445777593551110156,False,1445777593551110156,Love Laurie. Love Sam. Wonderful profile on a wonderful artist. https://t.co/MqsKf1sY7F,2021-10-06 15:46:54+00:00,frank_chimero,False,0,7,{'number of replies found': 0},[]
1445120168917704714,False,1445120168917704714,@francois_bach @LexRomanInc @hyumankind @multimicah @tranhelen @jackbutcher @darngooood https://t.co/5qP9uIAtXx,2021-10-04 20:14:31+00:00,frank_chimero,False,0,3,{'number of replies found': 0},[]
1444119385476632580,False,1444119385476632580,RT @mattyj612: All of moral philosophy is intellectually bankrupt because it fails to consider that the prime virtue and source of meaning…,2021-10-02 01:57:46+00:00,frank_chimero,True,24,0,{'number of replies found': 0},[]
1444019055502020610,False,1444019055502020610,@austinkleon Yep,2021-10-01 19:19:06+00:00,frank_chimero,False,0,0,{'number of replies found': 0},[]
1444006169958359040,False,1444006169958359040,"Damn, I really was sleeping on that last Madlib album. Came out back in January. Go give it a spin if you don’t wanna be a dummy like me.",2021-10-01 18:27:53+00:00,frank_chimero,False,0,21,{'number of replies found': 0},[]
1443657656732987399,False,1443657656732987399,"Shout out to halloumi, GOAT cheese.",2021-09-30 19:23:01+00:00,frank_chimero,True,3,66,{'number of replies found': 0},[]
1443656647352651779,False,1443656647352651779,@destroytoday @grillitype 😢 but also 🥲,2021-09-30 19:19:01+00:00,frank_chimero,False,0,1,{'number of replies found': 0},[]
1443656320075370505,False,1443656320075370505,"@simonlind @asallen @vanschneider @rsms @bdc @notdetails Thanks, Simon! It’s great company, but sorry guys, my favo… https://t.co/2N9nshiyi0",2021-09-30 19:17:43+00:00,frank_chimero,False,0,3,{'number of replies found': 0},[]
