id,date,text,comments,retweet_count
Nomadic Father,2015-01-03 01:05:08+00:00,6 Ways to find free accommodation when you travel http://t.co/zEuGYaitTf via @familyonbikes,[],9
Nomadic Father,2015-01-03 00:35:07+00:00,Reviewing 2014: My Best Travel Moments http://t.co/v0RhAPWt8b via @travelnotes101,[],0
Nomadic Father,2015-01-03 00:05:07+00:00,Into The Woods Interviews with Emily Blunt &amp; James Corden http://t.co/9HlYtq17FG via @alittlebiteof,[],0
Nomadic Father,2015-01-02 23:35:08+00:00,Day 3 Norwegian Breakaway Cruise http://t.co/xtDe49W7m5 via @HaveSippy,[],0
Nomadic Father,2015-01-02 23:05:07+00:00,Pop Art Marilyn Monroe OOTD | Everything below $25 http://t.co/lIy91n5uGR via @girlratesworld,[],0
Nomadic Father,2015-01-02 22:35:07+00:00,2014 Travel Roundup and Our Most Popular Posts http://t.co/MeiKyJYiO2 via @Mytanfeet,[],0
Nomadic Father,2015-01-02 22:05:05+00:00,Easy Brie Bites http://t.co/S5sUizJ32U via @alittlebiteof,[],0
Nomadic Father,2015-01-02 21:35:10+00:00,Costa Rica Family Travel Guide http://t.co/YJBpIUqExc via @AWeekattheBeach,[],0
Nomadic Father,2015-01-02 21:05:07+00:00,Postcards From Around The World. One Year In Pictures http://t.co/lJMrEXoaqQ via @vagrantsotworld,[],0
Nomadic Father,2015-01-02 20:35:05+00:00,24 Hours in Berlin? No Problem. http://t.co/JiKWu0CYf8 via @AndreaAta13,[],0
Nomadic Father,2015-01-02 20:05:06+00:00,Daves Travel Pages: Recycling 2014 http://t.co/LhMvcsgSsJ via @davestravelpage,[],0
Nomadic Father,2015-01-02 19:35:06+00:00,December Giveaway: The Little Black Book of Holiday Cheer http://t.co/MSR4uw3Zkn via @GoldWineTravel,[],0
Nomadic Father,2015-01-02 19:05:04+00:00,List of cruise set sail in 2015 http://t.co/gqSNX44ZoA via @suhuinfo,[],0
Nomadic Father,2015-01-02 18:35:05+00:00,Knock'em Dead New Year's Eve with the Most Requested Celebrity Hairstyle of 2014! Courtesy of... http://t.co/Ax4x1TN8iI via @LAStory,[],0
Nomadic Father,2015-01-02 18:05:05+00:00,The Best of Travel 2014 http://t.co/H3e3G70ah4 via @WorldWideVeggie,[],0
Nomadic Father,2015-01-02 17:35:04+00:00,My Marketing Favorites of 2014 http://t.co/XFS3hX3K9O via @wadeharman,[],0
Nomadic Father,2015-01-02 17:05:04+00:00,Avoid The Common SEO Pitfalls In 2015 #SEO #tips http://t.co/3wE3HvwivE via @amberrisme,[],0
Nomadic Father,2015-01-02 16:35:04+00:00,Lindt Chocolate and Wine Tasting Event at Vinopolis http://t.co/v0mhiZ4yrf via @fionamaclean,[],0
Nomadic Father,2015-01-02 16:05:05+00:00,Photo Highlights 2014: Ocean Adventures - Fun on the Water http://t.co/N2YhEA2Sxe via @RhondaAlbom,[],0
Nomadic Father,2015-01-02 15:35:04+00:00,Silent Sunday: Holmenkollen Ski Jump in Oslo http://t.co/gTsoSuP0da via @SophieR,[],0
Ladies With Luggage,2014-04-11 11:26:07+00:00,RT @Suitcases2: Our Pick of Top Things to do in Bruges Belgium http://t.co/9mZqTWfkw7,[],1
Ladies With Luggage,2014-04-10 09:51:27+00:00,RT @nakedbus_com: We have a new service departing New Plymouth to anywhere up north at 7am! Super cheap seats available so be quick - http:…,[],2
Ladies With Luggage,2014-03-30 08:14:18+00:00,RT @WildJunket: Top 10 scenic drives in New Zealand - #travel #wjmag http://t.co/9BDrNPHxhN,[],4
Ladies With Luggage,2014-03-03 08:39:05+00:00,10 essentials to pack if you're heading to #Africa; can you think of anything else?  http://t.co/zml2Qds6pJ …@African_Impact,[],6
Ladies With Luggage,2014-02-23 04:23:15+00:00,World Map bed Sheets! How awesome is this?! http://t.co/KP0pNbl5VU,[],1
Ladies With Luggage,2014-02-23 03:26:34+00:00,"Do you suffer from an addiction to world travel? Join a community of other adicts here... 
https://t.co/TFOXLdBwkg http://t.co/nYE8EEynf9",[],1
Ladies With Luggage,2014-02-17 09:44:43+00:00,"In need of some inspiration this Monday? Check out these awesome travel photos and quotes... 
http://t.co/BW6MMVVNHu",[],1
Ladies With Luggage,2014-02-17 09:11:33+00:00,RT @ByAshleyMarie: Never go without these 5 beauties when traveling to my fave @marriott hotels. #travelbeauty http://t.co/4xtmR8R3HN,[],3
Ladies With Luggage,2014-02-12 06:27:06+00:00,"My secret weapon to stay looking fresh when travelling...  http://t.co/arEtf1Z1JK …
@BatisteHair #wegosolo",[],0
Ladies With Luggage,2014-02-12 06:24:35+00:00,"Heading to #Thailand? #Cambodia? #Laos? #Vietnam? Anywhere else in #Asia? Check out this packing list to keep healthy
http://t.co/p2VvdC7UVF",[],2
Ladies With Luggage,2014-02-07 06:44:51+00:00,"The 10 Worst Types Of Travellers... Do you agree?! 
http://t.co/8eREbgWDYF 
@TravelandEscape",[],1
Ladies With Luggage,2014-02-07 06:32:22+00:00,"Planning a trip to #India? Check out this awesome packing list be in India travel veteran! http://t.co/eKNvBAyudQ
@Breathedreamgo",[],1
Ladies With Luggage,2014-02-07 06:30:27+00:00,"Stay healthy when travelling in #Asia. Check out this essential packing list... 
http://t.co/TDe2mPkjF1 #wegosolo",[],1
Ladies With Luggage,2014-01-24 05:17:55+00:00,"Heading to #Australia this year &amp; wanna travel cheaply? Check out my review of Greyhound bus service @Greyhound_Oz
http://t.co/5ncHZNKLZx",[],0
Ladies With Luggage,2014-01-24 05:06:39+00:00,"Heading to #Asia? Check out these 13 essential items to keep you healthy when on the road... 
http://t.co/p2VvdC7UVF",[],1
Ladies With Luggage,2014-01-24 03:29:13+00:00,"Planning to stay in hostels on your next trip? Check out these must-have 8 items to take with you... 
http://t.co/JKO0grUWLL",[],2
Ladies With Luggage,2014-01-23 04:46:04+00:00,"Sick of getting knots in your hair after you shower? Check out my review of the tangle teezer http://t.co/KcvVlT24o4
@tangleteezer",[],0
Ladies With Luggage,2014-01-23 04:41:21+00:00,@LightofFrance Thanks so much!,[],0
Ladies With Luggage,2014-01-21 12:47:48+00:00,"Make the most of your clothes on the road with this guide to managing a travel wardrobe...
http://t.co/7DxcBU74Qn",[],0
Ladies With Luggage,2014-01-21 12:46:09+00:00,"Planning a trip to #India? Check out this packing list written by a India travel expert...
http://t.co/KJklhzLY7x @Breathedreamgo",[],1
Kathryn O'Shea-Evans,2021-09-28 02:00:47+00:00,RT @IndianCountry: More than 150 people — many dressed in orange shirts and waving signs — marched through Minneapolis to remember the vict…,[],78
Kathryn O'Shea-Evans,2021-09-12 12:55:07+00:00,@AndrewYang Learned something very important last year. Lackluster super market pumpkin pie + vanilla ice cream + blender = o m gggggggggg,[],0
Kathryn O'Shea-Evans,2021-09-08 03:27:27+00:00,"@viallnicholas28 @wtflanksteak Gaaaaaaa I have been waiting for this ! Can’t wait for my morning commute. Thanks, you two 👑👑",[],0
Kathryn O'Shea-Evans,2021-09-07 19:14:04+00:00,@TeoNicolais Hi Teo ! 👋🏻Are you offering any Denver-based real estate investment classes any time soon ? Thank you !,[],0
Kathryn O'Shea-Evans,2021-09-02 15:23:31+00:00,@caleb_crain @prospect_park You’re a professional photographer too ! 🤯,[],0
Kathryn O'Shea-Evans,2021-08-20 16:10:30+00:00,@stlfoodgirl Love her!,[],0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
The Wall Street Journal,2021-10-05 22:00:26+00:00,"The romance between Elizabeth Holmes and her top deputy spanned more than a decade, growing and fading alongside th… https://t.co/afDane7pz8",[],8
The Wall Street Journal,2021-10-05 21:45:05+00:00,Heard on the Street: The U.S. service sector was surprisingly strong last month as the Delta variant seemed to peak… https://t.co/pSpYUfAQxM,[],6
The Wall Street Journal,2021-10-05 21:30:06+00:00,"Sen. Elizabeth Warren ramped up her rhetorical attacks on Federal Reserve Chairman Jerome Powell on Tuesday, lament… https://t.co/UO8MZA0v3X",[],16
The Wall Street Journal,2021-10-05 21:15:09+00:00,Some music festivals are coming back and offering blueprints for what fans should expect. Here’s how the Austin Cit… https://t.co/0mem5AugUl,[],4
The Wall Street Journal,2021-10-05 21:00:09+00:00,Democrats are wrestling with how to shrink a $3.5 trillion proposal into a social policy and climate package that c… https://t.co/dOU5bnxLN3,[],7
The Wall Street Journal,2021-10-05 20:45:11+00:00,"From @WSJopinion: Trump carries much blame for our crisis of legitimacy, but the threat doesn’t begin and end with… https://t.co/5Z7OalIRXr",[],7
The Wall Street Journal,2021-10-05 20:30:05+00:00,"Francis S. Collins, the longtime director of the National Institutes of Health who has been a leading voice in the… https://t.co/zoBdgL2sI4",[],13
The Wall Street Journal,2021-10-05 20:20:00+00:00,"Oil executives worry the proposed federal vaccine mandate could worsen a crunch among field workers, many of whom a… https://t.co/xDvrGoez4m",[],12
The Wall Street Journal,2021-10-05 20:15:06+00:00,"The FDA authorized a new at-home, rapid Covid-19 test, a move that could potentially double at-home testing capacit… https://t.co/P77t1Pw0oG",[],25
The Wall Street Journal,2021-10-05 20:00:04+00:00,The Texas parole board unanimously voted to recommend George Floyd receive a posthumous pardon for a low-level drug… https://t.co/H86EQpqkVY,[],10
The Wall Street Journal,2021-10-05 19:45:05+00:00,Former Facebook employee Frances Haugen faces an uncertain legal landscape as she speaks publicly about the social-… https://t.co/sKfIdaFU7Y,[],46
The Wall Street Journal,2021-10-05 19:35:03+00:00,"Heard on the Street: Turo, the Airbnb for car sharing, has filed to go public at a time when it is difficult and ex… https://t.co/ib16AG1Yom",[],14
The Wall Street Journal,2021-10-05 19:26:50+00:00,The Justice Department is reviewing its decision not to prosecute the FBI agents who disregarded Olympic gymnasts’… https://t.co/SKPmqxoSLn,[],128
The Wall Street Journal,2021-10-05 19:00:04+00:00,"Actress Angelina Jolie sold her stake in a French château and winery business to a third party, capping a yearslong… https://t.co/ulJjmZkgug",[],10
The Wall Street Journal,2021-10-05 18:50:08+00:00,Apple has been muscling into consumer payments for years. Banks that once clamored to work with the tech giant are… https://t.co/SYkTzrc5Xk,[],18
The Wall Street Journal,2021-10-05 18:45:08+00:00,"In Senate testimony, Facebook whistleblower Frances Haugen detailed documents she gathered showing a range of negat… https://t.co/kDp2XVQkrT",[],53
The Wall Street Journal,2021-10-05 18:34:37+00:00,"Facebook blamed an error of ""our own making"" for a global outage that left more than 2.9 billion users unable to ac… https://t.co/OUtK3qcn2F",[],25
The Wall Street Journal,2021-10-05 18:25:02+00:00,"Steve Baldwin resigned as Washington Spirit CEO and managing partner, as fallout continued from reports of abuse an… https://t.co/EoafPxbL6t",[],11
The Wall Street Journal,2021-10-05 18:00:12+00:00,"Nikki Haley calls Donald Trump a friend and says she’d consult with him before embarking on a White House bid. ""We… https://t.co/eZW1NdBp1y",[],26
The Wall Street Journal,2021-10-05 17:45:08+00:00,"The first big Windows release in years is here, but you should hold off on clicking the upgrade button,… https://t.co/LmxEzYdasq",[],11
New York Times Travel,2021-10-05 21:59:08+00:00,RT @amyvirshup: The wonderful Caroline van Hemert won Gold from @SATWFoundation for Personal Comment for her amazing essay about learning f…,[],1
New York Times Travel,2021-10-05 20:01:07+00:00,"Venice’s mayor is taking crowd control to a new level, pushing high-tech solutions that alarm even many of those wh… https://t.co/cOktWDu5la",[],1
New York Times Travel,2021-10-05 18:18:04+00:00,"“Every time October approaches, I feel my heart crack a little with the oddest combination of joy and loss,” the no… https://t.co/llIF0THRiz",[],2
New York Times Travel,2021-10-05 17:59:08+00:00,"RT @amyvirshup: Former #52Places Traveler @sebmodak won Gold for his piece on rediscovering home on his bike for #Metropolitan
https://t.co…",[],4
New York Times Travel,2021-10-05 17:58:49+00:00,"RT @amyvirshup: Our ""Year Without Travel"" won for Best Package. https://t.co/Kdp95alnEs Congrats to contributors @kujawinski @sahiltner @ta…",[],11
New York Times Travel,2021-10-05 17:58:46+00:00,RT @amyvirshup: When the world turned upside down we at @nytimestravel endeavored to explain it to readers. The @SATWFoundation Lowell Thom…,[],4
New York Times Travel,2021-10-05 15:14:06+00:00,"“Each day we set out in different directions from our base, allowing the island’s beauty to unfold before us. Some… https://t.co/lplfHCEUL0",[],2
New York Times Travel,2021-10-05 12:01:06+00:00,"With its sweeping vistas and meandering nature, a drive on the Blue Ridge Parkway is a scenic delight year-round. B… https://t.co/USBZiDr9Ic",[],2
New York Times Travel,2021-10-05 02:21:03+00:00,"Blue Origin's second flight to space with humans on board will include William Shatner, who at 90 would be the olde… https://t.co/7l8XYp7itS",[],0
New York Times Travel,2021-10-04 23:50:05+00:00,What sets Newfoundland's Irish Loop apart from other Irish enclaves in North America is how the remote location fos… https://t.co/EmRTQb6Gci,[],0
New York Times Travel,2021-10-04 23:31:09+00:00,The writer Joyce Maynard looks back on her past as she reveals her favorite autumn spots — and finds some new ones… https://t.co/gM9nwKwQXw,[],3
New York Times Travel,2021-10-04 23:01:05+00:00,The actor who played Captain Kirk for decades is finally going to space...for real. https://t.co/MReFC5BkXg,[],1
New York Times Travel,2021-10-04 21:57:56+00:00,"Hot-air balloons, sandhill cranes, haunted towns and Hatch chiles are just a few signs of fall in New Mexico and Ar… https://t.co/s8CQud6t3h",[],2
New York Times Travel,2021-10-04 21:50:51+00:00,"The California Delta, a four-season destination for wind sports, boating and fishing, as well as home to communitie… https://t.co/NfUpSiWWCO",[],1
New York Times Travel,2021-10-04 19:27:04+00:00,"“Yes, it’s true; I’m going to be a ‘rocket man!’” William Shatner said about his coming flight on New Shepard, Blue… https://t.co/RFkk2JIpt8",[],6
New York Times Travel,2021-10-04 18:15:50+00:00,"Along Newfoundlands's Irish Loop, locals speak with thick brogues that sound more Irish than Canadian, the sounds o… https://t.co/OoMarrPOkF",[],3
New York Times Travel,2021-10-04 17:15:08+00:00,"Immerse yourself in the visual splendor of a tiny volcanic island in the northern Andaman Sea, the only home of the… https://t.co/g8SFoc0JkW",[],5
New York Times Travel,2021-10-04 16:29:10+00:00,"With its sweeping vistas and meandering nature, a drive on the Blue Ridge Parkway is a scenic delight year-round. B… https://t.co/w14OdC5gym",[],2
New York Times Travel,2021-10-04 16:15:10+00:00,"""Seasons — and the changing of the seasons — are such a central aspect of New England life — never more so than in… https://t.co/Ma9FFOfOwW",[],4
New York Times Travel,2021-10-04 02:07:03+00:00,"What would it be like to spend a week getting your hands dirty in one of the world's great gardens, England's Great… https://t.co/0SYdoeEVhK",[],4
Travel + Leisure,2021-10-05 22:04:09+00:00,11 Mountain Resorts Around the U.S. for Outdoor Adventures and Stunning Views  https://t.co/7mzY4ZbM0J,[],1
Travel + Leisure,2021-10-05 21:44:10+00:00,Canada Is Open to Americans — and These Stunning Home Rentals Are Worthy of the Trip  https://t.co/DV68tKZFyU,[],1
Travel + Leisure,2021-10-05 21:04:10+00:00,This New LGBTQ+ Travel Show Is a 'Love Letter to the World'  https://t.co/IeAfsft8Uo,[],1
Travel + Leisure,2021-10-05 20:44:09+00:00,15 Best Lake Towns in America  https://t.co/ccZ3PCru83,[],5
Travel + Leisure,2021-10-05 20:04:07+00:00,"Australia Won't Welcome Foreign Visitors Until Next Year, Prime Minister Says  https://t.co/pIpxPTXK7i",[],6
Travel + Leisure,2021-10-05 19:04:06+00:00,Israel to Require Booster Shots for 'Green Pass' Program Eligibility  https://t.co/XXWob5PWB3,[],3
Travel + Leisure,2021-10-05 18:04:06+00:00,"Explore the Croatian Countryside at This New €13,000-a-week Villa With Two Pools and Lavish Suites  https://t.co/LHIWykxnGp",[],2
Travel + Leisure,2021-10-05 17:44:05+00:00,14 Best Senior-friendly Travel Groups  https://t.co/SwrpxfWa8N,[],1
Travel + Leisure,2021-10-05 17:04:03+00:00,Spot the Northern Lights From Bed in a Glass-roofed 'Igloo' on This Star Tour of Scandinavia  https://t.co/8wBhnBq7en,[],6
Travel + Leisure,2021-10-05 16:04:01+00:00,12 of the Best Small Towns in Italy  https://t.co/Pg7Vjeu4zn,[],8
Travel + Leisure,2021-10-05 15:44:02+00:00,The Best Ice Cream Shop in Every State  https://t.co/OcMQAP7DOP,[],6
Travel + Leisure,2021-10-05 15:04:13+00:00,"What It's Really Like to Do Wine Country With an Infant, According to a New Mom  https://t.co/RWAqxB7pNV",[],4
Travel + Leisure,2021-10-05 14:44:11+00:00,The 19 Most Luxurious All-inclusive Resorts Around the World  https://t.co/7BakNYwlJ5,[],4
Travel + Leisure,2021-10-05 14:15:00+00:00,Birthday Trip Ideas for Every Type of Traveler https://t.co/6OpXK0MwMA https://t.co/7ghxXx8WRQ,[],2
Travel + Leisure,2021-10-05 14:04:11+00:00,"Everything You Need to Know About Using Turo, the Airbnb of Cars  https://t.co/1CRKpXbxJg",[],2
Travel + Leisure,2021-10-05 13:04:10+00:00,The Best Hotels Around the World for Stargazing  https://t.co/r2ePsfZGe2,[],12
Travel + Leisure,2021-10-05 12:44:10+00:00,This Under-$20 Jewelry Organizer Promises to Solve Your Tangled Necklace Troubles While Traveling  https://t.co/tlNwcxt0T4,[],3
Travel + Leisure,2021-10-05 12:04:11+00:00,The Top 15 Resorts in California https://t.co/TgTJTx69mc,[],8
Travel + Leisure,2021-10-05 11:44:09+00:00,"7 Best Small Towns on the West Coast for Wine Tasting, Whale Watching, and Beautiful Views  https://t.co/6e1qgeW7aD",[],3
Travel + Leisure,2021-10-05 11:04:09+00:00,12 Best Places to See the Northern Lights Around the World  https://t.co/WJxzb9Q5mI,[],14
HAT Directory,2014-02-09 07:59:58+00:00,"Zongoene Lodge, Xai-Xai joins HAT Directory     

http://t.co/CrGaB0km6d",[],1
HAT Directory,2014-02-09 07:57:33+00:00,"Wayside Inn, Western Cape joins HAT Directory     

http://t.co/FnRZ0FFqow",[],0
HAT Directory,2014-02-09 07:55:04+00:00,"Villa Tara, Western Cape joins HAT Directory     
http://t.co/6BDarABKsi",[],0
HAT Directory,2014-02-09 07:52:10+00:00,"VILLA CATTLEYA, Rivière du Rempart joins HAT Directory    

http://t.co/Yzi2AxMwdE",[],0
HAT Directory,2014-02-09 07:48:54+00:00,"Twinpalms Phuket, Phuket joins HAT Directory     
http://t.co/LO2L7HFAw4",[],0
HAT Directory,2014-02-08 06:19:08+00:00,"Turtle Beach by rex resorts, Grand Courland Bay joins HAT Directory     

http://t.co/k1NJUdIU57",[],0
HAT Directory,2014-02-08 06:16:13+00:00,"Turneffe Island Resort , Islands &amp; Atolls  joins HAT Directory    
http://t.co/yq059ol5W9",[],0
HAT Directory,2014-02-08 06:11:09+00:00,"TIME Topaz Hotel Apartments, Dubai joins HAT Directory      
http://t.co/AO0iQlPIUL",[],0
HAT Directory,2014-02-08 06:08:41+00:00,"TIME Ruby Hotel Apartments, Sharjah joins HAT Directory    

http://t.co/TzOQxtCpyY",[],0
HAT Directory,2014-02-08 06:05:45+00:00,"TIME Opal Hotel Apartments, Dubai joins HAT Directory     

http://t.co/jShqGjekcm",[],0
HAT Directory,2014-02-08 06:03:22+00:00,"Time Oak Hotel &amp; Suites, Dubai joins HAT Directory     

http://t.co/gAmP7SdUs1",[],0
HAT Directory,2014-02-08 05:59:54+00:00,"TIME Grand Plaza Hotel, Dubai joins HAT Directory     
http://t.co/PkNbFBgaep",[],0
HAT Directory,2014-02-08 05:56:53+00:00,"TIME Crystal Hotel Apartments, Dubai joins HAT Directory     
http://t.co/0XPdAOugZY",[],0
HAT Directory,2014-02-08 05:54:41+00:00,"Thonga Beach Lodge, Kwazulu-Natal joins HAT Directory     
http://t.co/L9QldANWt1",[],0
HAT Directory,2014-02-08 05:52:01+00:00,"Thesen Island Rentals, Western Cape joins HAT Directory    

http://t.co/BQrxJmfurN",[],0
HAT Directory,2014-02-08 05:49:24+00:00,"The KEE Resort &amp; Spa, Phuket joins HAT Directory       
http://t.co/SvcOViEisp",[],0
HAT Directory,2014-02-08 05:46:26+00:00,"The Cove Rotana Resort-Ras Al Khaimah, Ras AL Khaimah joins HAT Directory    
http://t.co/Cp7yJd2Fdn",[],0
HAT Directory,2014-02-08 05:43:21+00:00,"The Champs Hotel, Restaurant &amp; Bar, Saint John joins HAT Directory     
http://t.co/ghU5HvIclq",[],0
HAT Directory,2014-02-08 05:39:09+00:00,"The Admirals Inn and Gunpowder Suites, English Harbour joins HAT Directory   

http://t.co/GjIopBL2td",[],0
HAT Directory,2014-02-08 05:21:51+00:00,"Suites - Hotel Elba Castillo San Jorge &amp; Antigua, Fuerteventura joins HAT Directory     

http://t.co/f8Cq6His6J",[],0
